Sample_ID,Date_collected,Site,Lab_sample,Date_read1,reader1,Sex1,Stage1,Duplicate_read,Date_read2,reader2,Sex2,Stage2,Notes,Sex_final,Stage_final
0925ASHC_01,09-11-2025,ASHC,1,02-09-2026,Sarina Dery,ND,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
0925ASHC_02,09-11-2025,ASHC,2,02-09-2026,Sarina Dery,ND,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0925ASHC_03,09-11-2025,ASHC,3,02-09-2026,Sarina Dery,Male,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0925ASHC_04,09-11-2025,ASHC,4,02-09-2026,Sarina Dery,ND,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
0925ASHC_05,09-11-2025,ASHC,5,02-09-2026,Sarina Dery,Female,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
0925ASHC_06,09-11-2025,ASHC,6,02-09-2026,Sarina Dery,Female,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
0925ASHC_07,09-11-2025,ASHC,7,02-09-2026,Sarina Dery,Female,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0925ASHC_08,09-11-2025,ASHC,8,02-09-2026,Sarina Dery,ND,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0925ASHC_09,09-11-2025,ASHC,9,02-09-2026,Sarina Dery,ND,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0925ASHC_10,09-11-2025,ASHC,10,02-09-2026,Sarina Dery,ND,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0925ASHC_11,09-11-2025,ASHC,11,02-09-2026,Sarina Dery,ND,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0925ASHC_12,09-11-2025,ASHC,12,02-09-2026,Sarina Dery,ND,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0925ASHC_13,09-11-2025,ASHC,13,02-09-2026,Sarina Dery,ND,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0925ASHC_14,09-11-2025,ASHC,14,02-09-2026,Sarina Dery,ND,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0925ASHC_15,09-11-2025,ASHC,15,02-09-2026,Sarina Dery,ND,0_Castrated,TRUE,07-22-2026,Kyra Lenderman,ND,0_Castrated,,ND,0_Castrated
0925ASHC_16,09-11-2025,ASHC,16,02-09-2026,Sarina Dery,ND,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0925ASHC_17,09-11-2025,ASHC,17,02-09-2026,Sarina Dery,ND,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0925ASHC_18,09-11-2025,ASHC,18,02-09-2026,Sarina Dery,ND,7_Reabsorbing,TRUE,07-22-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
