Sample_ID,Date_collected,Site,Lab_sample,Date_read1,reader1,Sex1,Stage1,Duplicate_read,Date_read2,reader2,Sex2,Stage2,Notes,Sex_final,Stage_final
0424ASHC_01,04-03-2024,ASHC,1,07-15-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-19-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424ASHC_02,04-03-2024,ASHC,2,07-15-2025,Sarina Dery,ND,2_Developing,TRUE,09-19-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424ASHC_03,04-03-2024,ASHC,3,07-15-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-19-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424ASHC_04,04-03-2024,ASHC,4,07-15-2025,Sarina Dery,ND,2_Developing,TRUE,09-19-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424ASHC_05,04-03-2024,ASHC,5,07-15-2025,Sarina Dery,Male,3_Early_Active,TRUE,09-19-2025,Kyra Lenderman,Male,3_Early_Active,,Male,3_Early_Active
0424ASHC_06,04-03-2024,ASHC,6,07-15-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-19-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424ASHC_07,04-03-2024,ASHC,7,07-15-2025,Sarina Dery,ND,2_Developing,TRUE,09-19-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424ASHC_08,04-03-2024,ASHC,8,07-15-2025,Sarina Dery,ND,2_Developing,TRUE,09-19-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424ASHC_09,04-03-2024,ASHC,9,07-15-2025,Sarina Dery,ND,2_Developing,TRUE,09-19-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424ASHC_10,04-03-2024,ASHC,10,07-15-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-19-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424ASHC_11,04-03-2024,ASHC,11,07-15-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-19-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424ASHC_12,04-03-2024,ASHC,12,07-15-2025,Sarina Dery,Male,3_Early_Active,TRUE,09-19-2025,Kyra Lenderman,Male,3_Early_Active,,Male,3_Early_Active
0424ASHC_13,04-03-2024,ASHC,13,07-15-2025,Sarina Dery,ND,2_Developing,TRUE,09-19-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424ASHC_14,04-03-2024,ASHC,14,07-15-2025,Sarina Dery,Male,3_Early_Active,TRUE,09-19-2025,Kyra Lenderman,Male,3_Early_Active,,Male,3_Early_Active
0424ASHC_15,04-03-2024,ASHC,15,07-15-2025,Sarina Dery,ND,2_Developing,TRUE,09-19-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424ASHC_16,04-03-2024,ASHC,16,07-15-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-19-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424ASHC_17,04-03-2024,ASHC,17,07-15-2025,Sarina Dery,ND,2_Developing,TRUE,09-19-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424ASHC_18,04-03-2024,ASHC,18,07-15-2025,Sarina Dery,ND,2_Developing,TRUE,09-19-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424ASHC_19,04-03-2024,ASHC,19,07-15-2025,Sarina Dery,ND,2_Developing,TRUE,09-19-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424ASHC_20,04-03-2024,ASHC,20,07-15-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-19-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424ASHC_21,04-03-2024,ASHC,21,07-15-2025,Sarina Dery,ND,2_Developing,TRUE,09-19-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
0424ASHC_22,04-03-2024,ASHC,22,07-15-2025,Sarina Dery,Female,3_Early_Active,TRUE,09-19-2025,Kyra Lenderman,Female,3_Early_Active,,Female,3_Early_Active
0424ASHC_23,04-03-2024,ASHC,23,07-15-2025,Sarina Dery,Male,3_Early_Active,TRUE,09-19-2025,Kyra Lenderman,Male,3_Early_Active,,Male,3_Early_Active
0424ASHC_24,04-03-2024,ASHC,24,07-15-2025,Sarina Dery,ND,2_Developing,TRUE,09-19-2025,Kyra Lenderman,ND,2_Developing,,ND,2_Developing
