Sample_ID,Date_collected,Site,Lab_sample,Date_read1,reader1,Sex1,Stage1,Duplicate_read,Date_read2,reader2,Sex2,Stage2,Notes,Sex_final,Stage_final
1224FENC_01,12-10-2024,FENC,1,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_02,12-10-2024,FENC,2,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_03,12-10-2024,FENC,3,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_04,12-10-2024,FENC,4,11-08-2025,Kyra Lenderman,Male,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,Male,7_Reabsorbing,,Male,7_Reabsorbing
1224FENC_05,12-10-2024,FENC,5,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,Female,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_06,12-10-2024,FENC,6,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_07,12-10-2024,FENC,7,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_08,12-10-2024,FENC,8,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_09,12-10-2024,FENC,9,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_10,12-10-2024,FENC,10,11-08-2025,Kyra Lenderman,Female,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,Female,7_Reabsorbing,,Female,7_Reabsorbing
1224FENC_11,12-10-2024,FENC,11,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_12,12-10-2024,FENC,12,11-08-2025,Kyra Lenderman,Male,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,Male,7_Reabsorbing,,Male,7_Reabsorbing
1224FENC_13,12-10-2024,FENC,13,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_14,12-10-2024,FENC,14,11-08-2025,Kyra Lenderman,Female,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,Female,7_Reabsorbing,,Female,7_Reabsorbing
1224FENC_15,12-10-2024,FENC,15,11-08-2025,Kyra Lenderman,Male,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,Male,7_Reabsorbing,,Male,7_Reabsorbing
1224FENC_16,12-10-2024,FENC,16,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_17,12-10-2024,FENC,17,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_18,12-10-2024,FENC,18,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_19,12-10-2024,FENC,19,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_20,12-10-2024,FENC,20,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_21,12-10-2024,FENC,21,11-08-2025,Kyra Lenderman,ND,1_Inactive_Indeterminate,TRUE,12-24-2025,Sarina Dery,ND,1_Inactive_Indeterminate,,ND,1_Inactive_Indeterminate
1224FENC_22,12-10-2024,FENC,22,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_23,12-10-2024,FENC,23,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
1224FENC_24,12-10-2024,FENC,24,11-08-2025,Kyra Lenderman,Female,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,Female,7_Reabsorbing,,Female,7_Reabsorbing
1224FENC_25,12-10-2024,FENC,25,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
