Sample_ID,Date_collected,Site,Lab_sample,Date_read1,reader1,Sex1,Stage1,Duplicate_read,Date_read2,reader2,Sex2,Stage2,Notes,Sex_final,Stage_final
1124FENC_01,11-12-2024,FENC,1,11-05-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,02-18-2026,Kyra Lenderman,ND,7_Reabsorbing,possibly late development of eggs now reabsorping? -SD,ND,7_Reabsorbing
1124FENC_02,11-12-2024,FENC,2,11-05-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,02-18-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
1124FENC_03,11-12-2024,FENC,3,11-05-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,02-18-2026,Kyra Lenderman,Female,6_Post_Spawning,possibly late development of eggs now reabsorping? -SD ; don't think this is reabsorption but may be developing or post spawn -kl,Female,7_Reabsorbing
1124FENC_04,11-12-2024,FENC,4,11-05-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,02-18-2026,Kyra Lenderman,ND,7_Reabsorbing,possibly late development of eggs now reabsorping? -SD,ND,7_Reabsorbing
1124FENC_05,11-12-2024,FENC,5,11-05-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,02-18-2026,Kyra Lenderman,ND,7_Reabsorbing,possibly late development of eggs now reabsorping? -SD,ND,7_Reabsorbing
1124FENC_06,11-12-2024,FENC,6,11-05-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,02-18-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
1124FENC_07,11-12-2024,FENC,7,11-05-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,02-18-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
1124FENC_08,11-12-2024,FENC,8,11-05-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,02-18-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
1124FENC_09,11-12-2024,FENC,9,11-05-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,02-18-2026,Kyra Lenderman,ND,7_Reabsorbing,possibly late development of eggs now reabsorping? -SD,ND,7_Reabsorbing
1124FENC_10,11-12-2024,FENC,10,11-05-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,02-18-2026,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
