Sample_ID,Date_collected,Site,Lab_sample,Date_read1,reader1,Sex1,Stage1,Duplicate_read,Date_read2,reader2,Sex2,Stage2,Notes,Sex_final,Stage_final
0225FENC_01,02-04-2025,FENC,1,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
0225FENC_02,02-04-2025,FENC,2,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
0225FENC_03,02-04-2025,FENC,3,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
0225FENC_04,02-04-2025,FENC,4,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
0225FENC_05,02-04-2025,FENC,5,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
0225FENC_06,02-04-2025,FENC,6,11-08-2025,Kyra Lenderman,ND,0_Castrated,TRUE,12-24-2025,Sarina Dery,ND,0_Castrated,Diseased?,ND,0_Castrated
0225FENC_07,02-04-2025,FENC,7,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
0225FENC_08,02-04-2025,FENC,8,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
0225FENC_09,02-04-2025,FENC,9,11-08-2025,Kyra Lenderman,ND,7_Reabsorbing,TRUE,12-24-2025,Sarina Dery,ND,7_Reabsorbing,,ND,7_Reabsorbing
0225FENC_10,02-04-2025,FENC,10,11-08-2025,Kyra Lenderman,ND,2_Developing,TRUE,12-24-2025,Sarina Dery,ND,2_Developing,,ND,2_Developing
