Sample_ID,Date_collected,Site,Lab_sample,Date_read1,reader1,Sex1,Stage1,Duplicate_read,Date_read2,reader2,Sex2,Stage2,Notes,Sex_final,Stage_final
0724GOLD_01,07-22-2024,GOLD,1,10-07-2025,Sarina Dery,Male,4_Late_Mature,TRUE,12-18-2025,Kyra Lenderman,Male,4_Late_Mature,,Male,4_Late_Mature
0724GOLD_02,07-22-2024,GOLD,2,10-07-2025,Sarina Dery,Male,7_Reabsorbing,TRUE,12-18-2025,Kyra Lenderman,Male,7_Reabsorbing,,Male,7_Reabsorbing
0724GOLD_03,07-22-2024,GOLD,3,10-07-2025,Sarina Dery,Male,6_Post_Spawning,TRUE,12-18-2025,Kyra Lenderman,Male,6_Post_Spawning,,Male,6_Post_Spawning
0724GOLD_04,07-22-2024,GOLD,4,10-07-2025,Sarina Dery,Male,4_Late_Mature,TRUE,12-18-2025,Kyra Lenderman,Male,5_Spawning,,Male,4_Late_Mature
0724GOLD_05,07-22-2024,GOLD,5,10-07-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-18-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0724GOLD_06,07-22-2024,GOLD,6,10-07-2025,Sarina Dery,Male,5_Spawning,TRUE,12-18-2025,Kyra Lenderman,Male,6_Post_Spawning,or post spawned? -SD,Male,5_Spawning
0724GOLD_07,07-22-2024,GOLD,7,10-07-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-18-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0724GOLD_08,07-22-2024,GOLD,8,10-07-2025,Sarina Dery,Male,5_Spawning,TRUE,12-18-2025,Kyra Lenderman,Male,5_Spawning,,Male,5_Spawning
0724GOLD_09,07-22-2024,GOLD,9,10-07-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-18-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0724GOLD_10,07-22-2024,GOLD,10,10-07-2025,Sarina Dery,Female,5_Spawning,TRUE,12-18-2025,Kyra Lenderman,Female,5_Spawning,,Female,5_Spawning
0724GOLD_11,07-22-2024,GOLD,11,10-07-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-18-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0724GOLD_12,07-22-2024,GOLD,12,10-07-2025,Sarina Dery,Male,4_Late_Mature,TRUE,12-18-2025,Kyra Lenderman,Male,6_Post_Spawning,,Male,6_Post_Spawning
0724GOLD_13,07-22-2024,GOLD,13,10-07-2025,Sarina Dery,Male,5_Spawning,TRUE,12-18-2025,Kyra Lenderman,Male,4_Late_Mature,,Male,5_Spawning
0724GOLD_14,07-22-2024,GOLD,14,10-07-2025,Sarina Dery,Male,5_Spawning,TRUE,12-18-2025,Kyra Lenderman,Male,5_Spawning,,Male,5_Spawning
0724GOLD_15,07-22-2024,GOLD,15,10-07-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,12-18-2025,Kyra Lenderman,Female,7_Reabsorbing,,Female,7_Reabsorbing
0724GOLD_16,07-22-2024,GOLD,16,10-07-2025,Sarina Dery,Female,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0724GOLD_17,07-22-2024,GOLD,17,10-07-2025,Sarina Dery,Male,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,Male,6_Post_Spawning,,Male,6_Post_Spawning
0724GOLD_18,07-22-2024,GOLD,18,10-07-2025,Sarina Dery,Female,5_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,4_Late_Mature,some post spawned areas - SD,Female,4_Late_Mature
0724GOLD_19,07-22-2024,GOLD,19,10-07-2025,Sarina Dery,Male,5_Spawning,TRUE,12-31-2025,Kyra Lenderman,Male,5_Spawning,or late mature? - SD,Male,5_Spawning
0724GOLD_20,07-22-2024,GOLD,20,10-07-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,4_Late_Mature,,Female,5_Spawning
0724GOLD_21,07-22-2024,GOLD,21,10-07-2025,Sarina Dery,Male,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Male,5_Spawning,could be 4-5 and diseased - SD,Male,5_Spawning
0724GOLD_22,07-22-2024,GOLD,22,10-07-2025,Sarina Dery,Female,6_Post_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,6_Post_Spawning,,Female,6_Post_Spawning
0724GOLD_23,07-22-2024,GOLD,23,10-07-2025,Sarina Dery,ND,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,ND,7_Reabsorbing,,ND,7_Reabsorbing
0724GOLD_24,07-22-2024,GOLD,24,10-07-2025,Sarina Dery,Female,5_Spawning,TRUE,12-31-2025,Kyra Lenderman,Female,5_Spawning,,Female,5_Spawning
0724GOLD_25,07-22-2024,GOLD,25,10-07-2025,Sarina Dery,Male,4_Late_Mature,TRUE,12-31-2025,Kyra Lenderman,Male,5_Spawning,,Male,5_Spawning
0724GOLD_26,07-22-2024,GOLD,26,10-07-2025,Sarina Dery,Male,7_Reabsorbing,TRUE,12-31-2025,Kyra Lenderman,Male,7_Reabsorbing,,Male,7_Reabsorbing
